date,product_id,product_name,category,brand,market,unit_price_eur,unit_cost_eur,units_sold,web_sessions,ad_spend_eur
2024-09-27,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,15,1.13
2024-09-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,29,3.15
2024-09-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,9,0.92
2024-09-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,2,5,0.26
2024-09-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,45,2.73
2024-09-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,23,1.16
2024-09-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,12,0.99
2024-09-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,55,3.66
2024-09-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,25,1.53
2024-09-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,10,0.59
2024-10-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,45,3.65
2024-10-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,12,0.98
2024-10-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,14,1.95
2024-10-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,43,5.78
2024-10-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,16,1.7
2024-10-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,12,1.34
2024-10-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,49,5.95
2024-10-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,12,1.52
2024-10-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,7,0.66
2024-10-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,50,8.28
2024-10-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,18,2.68
2024-10-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,7,0.87
2024-10-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,50,5.57
2024-10-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,21,1.98
2024-10-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,11,1.6
2024-10-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,58,9.18
2024-10-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,14,2.26
2024-10-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,9,1.39
2024-10-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,51,6.91
2024-10-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,27,3.9
2024-10-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,8,1.26
2024-10-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,56,4.33
2024-10-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,24,2.23
2024-10-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,6,0.88
2024-10-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,47,3.59
2024-10-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,26,4.22
2024-10-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,10,1.25
2024-10-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,53,4.71
2024-10-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,21,2.97
2024-10-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,13,1.93
2024-10-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,49,6.4
2024-10-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,22,3.64
2024-10-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,12,0.92
2024-10-12,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,45,5.72
2024-10-12,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,19,3.08
2024-10-12,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,14,2.15
2024-10-13,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,35,5.09
2024-10-13,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,2,25,4.14
2024-10-13,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,12,1.08
2024-10-14,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,57,7.56
2024-10-14,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,24,3.33
2024-10-14,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,12,1.98
2024-10-15,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,45,6.88
2024-10-15,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,17,2.85
2024-10-15,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,21,3.21
2024-10-16,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,4,68,5.18
2024-10-16,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,26,3.58
2024-10-16,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,12,1.0
2024-10-17,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,66,8.65
2024-10-17,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,16,2.01
2024-10-17,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,14,1.38
2024-10-18,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,54,8.69
2024-10-18,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,12,1.83
2024-10-18,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,17,1.31
2024-10-19,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,48,3.48
2024-10-19,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,17,2.0
2024-10-19,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,6,0.91
2024-10-20,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,4,48,4.87
2024-10-20,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,17,2.71
2024-10-20,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,8,0.81
2024-10-21,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,52,8.69
2024-10-21,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,30,4.75
2024-10-21,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,13,1.84
2024-10-22,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,39,4.69
2024-10-22,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,15,1.05
2024-10-22,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,12,1.14
2024-10-23,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,52,8.41
2024-10-23,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,2,24,2.11
2024-10-23,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,8,1.04
2024-10-24,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,56,6.24
2024-10-24,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,19,2.21
2024-10-24,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,9,1.28
2024-10-25,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,49,7.75
2024-10-25,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,21,2.44
2024-10-25,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,15,2.41
2024-10-26,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,34,4.45
2024-10-26,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,20,2.27
2024-10-26,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,12,1.28
2024-10-27,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,73,11.16
2024-10-27,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,27,3.23
2024-10-27,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,14,2.06
2024-10-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,48,7.24
2024-10-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,4,30,3.23
2024-10-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,6,0.98
2024-10-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,42,6.75
2024-10-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,11,1.47
2024-10-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,10,1.2
2024-10-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,50,6.61
2024-10-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,17,2.64
2024-10-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,2,14,2.17
2024-10-31,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,56,6.1
2024-10-31,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,13,2.08
2024-10-31,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,17,1.7
2024-11-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,65,6.77
2024-11-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,26,3.96
2024-11-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,19,1.72
2024-11-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,45,3.99
2024-11-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,19,2.39
2024-11-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,16,1.23
2024-11-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,65,6.6
2024-11-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,19,1.89
2024-11-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,16,1.31
2024-11-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,60,5.74
2024-11-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,28,3.77
2024-11-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,11,0.93
2024-11-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,4,66,8.77
2024-11-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,38,3.86
2024-11-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,11,1.59
2024-11-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,51,5.82
2024-11-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,17,1.92
2024-11-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,19,1.57
2024-11-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,4,63,8.73
2024-11-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,23,3.15
2024-11-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,17,1.72
2024-11-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,65,10.55
2024-11-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,21,1.48
2024-11-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,18,2.02
2024-11-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,52,4.46
2024-11-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,25,1.97
2024-11-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,12,1.87
2024-11-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,48,7.84
2024-11-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,25,2.45
2024-11-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,11,1.04
2024-11-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,68,11.15
2024-11-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,36,5.7
2024-11-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,15,2.03
2024-11-12,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,4,74,5.42
2024-11-12,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,22,3.68
2024-11-12,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,17,2.59
2024-11-13,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,51,5.31
2024-11-13,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,27,3.23
2024-11-13,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,14,1.86
2024-11-14,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,5,67,8.33
2024-11-14,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,27,3.41
2024-11-14,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,16,1.57
2024-11-15,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,46,7.03
2024-11-15,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,23,2.94
2024-11-15,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,16,1.85
2024-11-16,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,54,4.69
2024-11-16,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,2,17,1.85
2024-11-16,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,8,1.3
2024-11-17,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,76,9.02
2024-11-17,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,23,2.95
2024-11-17,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,10,0.82
2024-11-18,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,60,4.84
2024-11-18,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,21,1.67
2024-11-18,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,25,2.02
2024-11-19,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,68,9.62
2024-11-19,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,25,3.57
2024-11-19,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,14,1.53
2024-11-20,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,54,7.9
2024-11-20,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,17,2.74
2024-11-20,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,22,1.58
2024-11-21,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,55,5.05
2024-11-21,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,24,2.92
2024-11-21,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,11,0.88
2024-11-22,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,68,6.53
2024-11-22,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,21,1.61
2024-11-22,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,20,2.38
2024-11-23,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,66,6.54
2024-11-23,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,19,1.52
2024-11-23,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,12,1.61
2024-11-24,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,4,63,7.18
2024-11-24,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,2,32,3.87
2024-11-24,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,20,2.29
2024-11-25,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,84.95,51.72,3,49,5.44
2024-11-25,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,86.95,51.72,1,26,3.58
2024-11-25,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,92.95,51.72,0,6,0.45
2024-11-26,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,84.95,51.72,2,82,11.03
2024-11-26,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,86.95,51.72,1,24,2.16
2024-11-26,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,92.95,51.72,0,8,0.8
2024-11-27,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,84.95,51.72,2,62,7.06
2024-11-27,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,86.95,51.72,1,26,4.18
2024-11-27,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,92.95,51.72,1,15,1.49
2024-11-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,84.95,51.72,3,86,10.52
2024-11-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,86.95,51.72,1,23,2.54
2024-11-28,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,92.95,51.72,1,17,2.02
2024-11-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,84.95,51.72,2,129,10.24
2024-11-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,86.95,51.72,4,59,5.49
2024-11-29,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,92.95,51.72,2,27,2.96
2024-11-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,84.95,51.72,1,70,5.12
2024-11-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,86.95,51.72,2,31,3.31
2024-11-30,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,92.95,51.72,1,14,1.0
2024-12-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,84.95,51.72,1,57,6.21
2024-12-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,86.95,51.72,1,29,2.57
2024-12-01,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,92.95,51.72,0,22,3.42
2024-12-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,64,7.75
2024-12-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,44,5.92
2024-12-02,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,26,4.05
2024-12-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,3,51,4.57
2024-12-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,17,2.24
2024-12-03,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,8,0.57
2024-12-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,39,4.91
2024-12-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,27,4.27
2024-12-04,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,18,1.37
2024-12-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,41,3.08
2024-12-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,21,2.32
2024-12-05,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,13,2.16
2024-12-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,46,3.97
2024-12-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,1,15,2.08
2024-12-06,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,7,1.04
2024-12-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,47,7.48
2024-12-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,17,1.26
2024-12-07,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,13,1.28
2024-12-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,50,6.36
2024-12-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,29,2.63
2024-12-08,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,10,1.1
2024-12-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,39,5.62
2024-12-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,21,3.02
2024-12-09,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,1,9,0.82
2024-12-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,0,50,5.51
2024-12-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,19,1.76
2024-12-10,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,6,0.6
2024-12-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,2,53,7.84
2024-12-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,22,1.74
2024-12-11,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,CH,113.95,51.72,0,15,1.97
2024-12-12,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,DE,102.95,51.72,1,41,6.36
2024-12-12,SKU-1011,Ceiling Light 'Marek',Ceiling Lights,Casaluce,FR,106.95,51.72,0,16,2.64
